ant,id,Score,Viewcount,Body
227,2204250,1110,1748786,"<p>How can I check if a checkbox in a checkbox array is checked using the id of the checkbox array?</p>

<p>I am using the following code, but it always returns the count of checked checkboxes regardless of id.</p>

<pre><code>function isCheckedById(id) {
  alert(id);
  var checked = $(""input[@id="" + id + ""]:checked"").length;
  alert(checked);

  if (checked == 0) {
    return false;
  } else {
    return true;
  }
}
</code></pre>
"
228,3996904,1206,1746540,"<p>How can I generate random integers between 0 and 9 (inclusive) in Python?</p>

<p>For example, <code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, <code>9</code></p>
"
229,769683,1673,1739405,"<p>What's the equivalent to <code>show tables</code> (from MySQL) in PostgreSQL?</p>
"
230,728360,2890,1738198,"<p>I have an object, <code>x</code>. I'd like to copy it as object <code>y</code>, such that changes to <code>y</code> do not modify <code>x</code>. I realized that copying objects derived from built-in JavaScript objects will result in extra, unwanted properties. This isn't a problem, since I'm copying one of my own, literal-constructed objects.</p>

<p>How do I correctly clone a JavaScript object?</p>
"
231,3102819,1411,1737734,"<p>Is there any way to disable the <a href=""https://en.wikipedia.org/wiki/Same_origin_policy"" rel=""noreferrer"">Same-origin policy</a> on Google's <a href=""http://en.wikipedia.org/wiki/Google_Chrome"" rel=""noreferrer"">Chrome</a> browser?</p>
"
232,1291942,1276,1726172,"<pre><code>&lt;a href=""javascript:void(0)"" id=""loginlink""&gt;login&lt;/a&gt;
</code></pre>

<p>I've seen such <code>href</code>s many times, but I don't know what exactly that means.</p>
"
233,175415,860,1715158,"<p>What is the best way to get the names of all of the tables in a specific database on SQL Server?</p>
"
234,1672338,654,1710719,"<p>Windows's Snipping tool can capture the screen, but sometimes I want to capture the screen after five seconds, such as taking an image being displayed by the webcam. (Run the script and smile at the camera, for example.)</p>

<p>How do I sleep for 5 seconds in a batch file?</p>
"
235,9477906,101,1710335,"<p>I want a regular expression to check that </p>

<blockquote>
  <p>a password must be eight characters including one uppercase letter, one special character and alphanumeric characters.</p>
</blockquote>

<p>And here is my validation expression which is for eight characters including one uppercase letter, one lowercase letter, and one number or special character.</p>

<pre><code>(?=^.{8,}$)((?=.*\d)|(?=.*\W+))(?![.\n])(?=.*[A-Z])(?=.*[a-z]).*$""
</code></pre>

<p>How I can write it for a password that must be eight characters including one uppercase letter, one special character and alphanumeric characters?</p>
"
236,2610497,3862,1703934,"<p>Chrome supports the <a href=""http://www.w3.org/html/wg/drafts/html/master/single-page.html#the-placeholder-attribute"" rel=""noreferrer"" title=""The placeholder attribute"">placeholder attribute</a> on <code>input[type=text]</code> elements (others probably do too).</p>

<p>But the following <code>CSS</code> doesn't do anything to the placeholder's value:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>input[placeholder], [placeholder], *[placeholder] {
    color: red !important;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;input type=""text"" placeholder=""Value""&gt;</code></pre>
</div>
</div>
</p>

<p><code>Value</code> will still remain <code>grey</code> instead of <code>red</code>.</p>

<p><strong>Is there a way to change the color of the placeholder text?</strong></p>
"
237,123198,2123,1700212,"<p>How do I copy a file in Python?</p>

<p>I couldn't find anything under <a href=""https://docs.python.org/2/library/os.html"" rel=""noreferrer""><code>os</code></a>.</p>
"
238,359494,5666,1698407,"<p>I'm using <a href=""http://en.wikipedia.org/wiki/JSLint"" rel=""noreferrer"">JSLint</a> to go through JavaScript, and it's returning many suggestions to replace <code>==</code> (two equals signs) with <code>===</code> (three equals signs) when doing things like comparing <code>idSele_UNVEHtype.value.length == 0</code> inside of an <code>if</code> statement.</p>

<p>Is there a performance benefit to replacing <code>==</code> with <code>===</code>? </p>

<p>Any performance improvement would be welcomed as many comparison operators exist.</p>

<p>If no type conversion takes place, would there be a performance gain over <code>==</code>?</p>
"
239,2757396,772,1697770,"<p>How do I comment out a block of tags in XML?</p>

<p>I.e. How can I comment out <code>&lt;staticText&gt;</code> and everything inside it, in the code below?</p>

<pre><code>  &lt;detail&gt;
    &lt;band height=""20""&gt;
      &lt;staticText&gt;
        &lt;reportElement x=""180"" y=""0"" width=""200"" height=""20""/&gt;
        &lt;text&gt;&lt;![CDATA[Hello World!]]&gt;&lt;/text&gt;
      &lt;/staticText&gt;
    &lt;/band&gt;
  &lt;/detail&gt;
</code></pre>

<p>I could use <code>&lt;!-- staticText--&gt;</code> but that's just for single tags (as what I know), like <code>//</code> in Java and C. I would like something more like how <code>/** comment **/</code> can be used in Java and C, so I can comment out longer blocks of XML code.</p>
"
240,149055,1674,1693163,"<p>I would like to format a price in JavaScript.<br>
I'd like a function which takes a <code>float</code> as an argument and returns a <code>string</code> formatted like this:</p>

<pre><code>""$ 2,500.00""
</code></pre>

<p>What's the best way to do this?</p>
"
241,14763079,892,1690866,"<p>Please explain the use of <code>Xms</code> and <code>Xmx</code> parameters in JVMs. What are the default values for them?</p>
"
242,1514553,444,1687543,"<p>How do I declare an array in <a href=""http://en.wikipedia.org/wiki/Python_%28programming_language%29"" rel=""noreferrer"">Python</a>?</p>

<p>I can't find any reference to arrays in the documentation. </p>
"
243,4181861,2427,1683233,"<p>I clone my repository with:</p>

<pre><code>git clone ssh://xxxxx/xx.git 
</code></pre>

<p>But after I change some files and <code>add</code> and <code>commit</code> them, I want to push them to the server:</p>

<pre><code>git add xxx.php
git commit -m ""TEST""
git push origin master
</code></pre>

<p>But the error I get back is:</p>

<pre class=""lang-none prettyprint-override""><code>error: src refspec master does not match any.  
error: failed to push some refs to 'ssh://xxxxx.com/project.git'
</code></pre>
"
244,400212,3087,1682876,"<p>What is the best way to copy text to the clipboard? (multi-browser)</p>

<p>I have tried: </p>

<pre><code>function copyToClipboard(text) {
    if (window.clipboardData) { // Internet Explorer
        window.clipboardData.setData(""Text"", text);
    } else {  
        unsafeWindow.netscape.security.PrivilegeManager.enablePrivilege(""UniversalXPConnect"");  
        const clipboardHelper = Components.classes[""@mozilla.org/widget/clipboardhelper;1""].getService(Components.interfaces.nsIClipboardHelper);  
        clipboardHelper.copyString(text);
    }
}
</code></pre>

<p>but in Internet Explorer it gives a syntax error. In Firefox, it says <code>unsafeWindow is not defined</code>.</p>

<p>A nice trick without flash: <a href=""https://stackoverflow.com/questions/17527870/how-does-trello-access-the-users-clipboard"">How does Trello access the user&#39;s clipboard?</a></p>
"
245,743806,538,1681272,"<p>I want my Python function to split a sentence (input) and store each word in a list. My current code splits the sentence, but does not store the words as a list. How do I do that?</p>

<pre><code>def split_line(text):

    # split the text
    words = text.split()

    # for each word in the line:
    for word in words:

        # print the word
        print(words)
</code></pre>
"
246,1150163,820,1679201,"<p>I want that my background image stretch and scale depending on the browser viewport size.</p>

<p>I've seen some questions on Stack&nbsp;Overflow that do the job, like <em><a href=""https://stackoverflow.com/questions/376253/stretch-and-scale-css-background/388817#388817"">Stretch and scale CSS background</a></em> for example. It works well, but I want to place the image using <code>background</code>, not with an <code>img</code> tag.</p>

<p>In that one an <code>img</code> tag is placed, and then with CSS we tribute to the <code>img</code> tag.</p>

<pre><code>width:100%; height:100%;
</code></pre>

<p>It works, but that question is a bit old, and states that in CSS 3 resizing a background image will work pretty well. I've tried this <a href=""http://www.w3.org/TR/2002/WD-css3-background-20020802/#background-size"" rel=""noreferrer"">example the first one</a>, but it didn't work out for me.</p>

<p>Is there a good method to do it with the <code>background-image</code> declaration?</p>
"
247,586182,2660,1672488,"<p>I am looking for a JavaScript array insert method, in the style of:</p>

<pre><code>arr.insert(index, item)
</code></pre>

<p>Preferably in jQuery, but any JavaScript implementation will do at this point.</p>
"
248,2941189,874,1669435,"<p>I need assistance with overlaying one individual <code>div</code> over another individual <code>div</code>.</p>

<p>My code looks like this:</p>

<pre><code>&lt;div class=""navi""&gt;&lt;/div&gt;
&lt;div id=""infoi""&gt;
    &lt;img src=""info_icon2.png"" height=""20"" width=""32""/&gt;
&lt;/div&gt;
</code></pre>

<p>Unfortunately I cannot nest the <code>div#infoi</code> or the <code>img</code>, inside the first <code>div.navi</code>.</p>

<p>It has to be two separate <code>div</code>s as shown, but I need to know how I could place the <code>div#infoi</code> over the <code>div.navi</code> and to the right most side and centered on top of the <code>div.navi</code>.</p>
"
249,4651437,1481,1665983,"<p>I have a pretty simple script that is something like the following:</p>

<pre><code>#!/bin/bash

VAR1=""$1""
MOREF='sudo run command against $VAR1 | grep name | cut -c7-'

echo $MOREF
</code></pre>

<p>When I run this script from the command line and pass it the arguments, I am not getting any output.  However, when I run the commands contained within the <code>$MOREF</code> variable, I am able to get output.</p>

<p>How can one take the results of a command that needs to be run within a script, save it to a variable, and then output that variable on the screen?</p>
"
250,5223,2195,1663766,"<p>I have a JavaScript object, is there a built-in or accepted best practice way to get the length of this object?</p>

<pre><code>var myObject = new Object();
myObject[""firstname""] = ""Gareth"";
myObject[""lastname""] = ""Simpson"";
myObject[""age""] = 21;
</code></pre>
"
251,867916,1491,1660568,"<p>How do I create a <code>div</code> element in <strong>jQuery</strong>?</p>
"
252,3296644,703,1658539,"<p>Can CSS be used to hide the scroll bar? How would you do this?</p>
"
253,7571635,717,1657559,"<p>What is the fastest way to know if a value exists in a list (a list with millions of values in it) and what its index is?</p>

<p>I know that all values in the list are unique as in this example.</p>

<p><strong>The first method I try is (3.8 sec in my real code):</strong></p>

<pre><code>a = [4,2,3,1,5,6]

if a.count(7) == 1:
    b=a.index(7)
    ""Do something with variable b""
</code></pre>

<p><strong>The second method I try is (2x faster: 1.9 sec for my real code):</strong></p>

<pre><code>a = [4,2,3,1,5,6]

try:
    b=a.index(7)
except ValueError:
    ""Do nothing""
else:
    ""Do something with variable b""
</code></pre>

<p><strong>Proposed methods from Stack Overflow user (2.74 sec for my real code):</strong></p>

<pre><code>a = [4,2,3,1,5,6]
if 7 in a:
    a.index(7)
</code></pre>

<p>In my real code, the first method takes 3.81 sec and the second method takes 1.88 sec.
It's a good improvement, but:</p>

<p>I'm a beginner with Python/scripting, and is there a faster way to do the same things and save more processing time?</p>

<p><strong>More specific explication for my application:</strong></p>

<p>In the Blender API I can access a list of particles:</p>

<pre><code>particles = [1, 2, 3, 4, etc.]
</code></pre>

<p>From there, I can access a particle's location:</p>

<pre><code>particles[x].location = [x,y,z]
</code></pre>

<p>And for each particle I test if a neighbour exists by searching each particle location like so:</p>

<pre><code>if [x+1,y,z] in particles.location
    ""Find the identity of this neighbour particle in x:the particle's index
    in the array""
    particles.index([x+1,y,z])
</code></pre>
"
